Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.0,0.0,0.0,4.69041575982343
image_2,,,0.0,0.0
image_3,0.9326683291770573,0.46633416458852867,0.9113060428849903,3.1622776601683795
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.8018007618607873,0.40090038093039365,0.7244472256987902,6.244997998398398
image_7,,,0.0,0.0
image_8,0.9157319919334738,0.4578659959667369,0.9756179992275009,5.830951894845301
image_9,,,0.0,0.0
image_10,0.8005902606984752,0.4002951303492376,0.993408203125,4.47213595499958
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.8612488614512701,0.43062443072563505,0.9467337130651478,6.6332495807108
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.8488224372129385,0.42441121860646924,0.8943574958813838,5.0990195135927845
image_22,0.8659766629309776,0.4329883314654888,0.7994157740993184,5.916079783099616
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.7492904446546831,0.37464522232734154,1.0,3.3166247903554
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.6615527046686946,0.3307763523343473,0.6694325481798715,6.324555320336759
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,9.746794344808963
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.4946236559139785,0.24731182795698925,0.4791666666666667,3.605551275463989
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.8430160692212608,0.4215080346106304,0.9542910447761194,4.242640687119285
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,,,0.0,0.0
image_47,0.9273890525033005,0.46369452625165025,0.9465174129353234,3.0
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8626132436723639,0.43130662183618196,0.8124560168895144,4.58257569495584
image_51,0.7915778251599147,0.39578891257995735,0.9062245728234337,5.830951894845301
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.5812991311543235,0.29064956557716176,0.9480431848852902,4.47213595499958
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7348208248816768,0.3674104124408384,0.8283536585365854,6.324555320336759
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9488819668483702,0.4744409834241851,0.9404079382579934,4.795831523312719
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9617572072955481,0.48087860364777407,0.9495463598141182,3.4641016151377544
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.9153267545372991,0.45766337726864953,0.8572905894519132,4.123105625617661
image_80,0.9532894986887613,0.47664474934438067,0.9902874289324068,4.0
image_81,0.9332816737698566,0.4666408368849283,0.9904605263157895,2.6457513110645907
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,4.58257569495584
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.8706318936192146,0.4353159468096073,0.9641552511415525,5.291502622129181
image_91,0.9541669315364567,0.47708346576822835,0.9395343014521783,3.0
image_92,0.0,0.0,0.0,6.164414002968976
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.8430245251437305,0.42151226257186525,0.9836956521739131,3.4641016151377544
image_98,0.9542785234899329,0.47713926174496646,0.9652919212491514,4.47213595499958
