Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.2036685641998735,0.10183428209993675,0.543918918918919,4.58257569495584
image_2,,,0.0,0.0
image_3,0.9330698938009385,0.46653494690046926,0.9205653021442495,3.0
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.7881750465549349,0.39408752327746743,0.706299541093033,6.0
image_7,,,0.0,0.0
image_8,0.8982657682536176,0.4491328841268088,0.9815565855542681,5.656854249492381
image_9,,,0.0,0.0
image_10,0.7278875244705464,0.3639437622352732,0.99853515625,5.0990195135927845
image_11,0.0,0.0,0.0,4.242640687119285
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,0.0,0.0,0.0,1.4142135623730951
image_16,0.8834872235344643,0.44174361176723215,0.9154503381986472,7.280109889280518
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.7296811429652758,0.3648405714826379,0.7940691927512356,6.082762530298219
image_22,0.8716536441654925,0.43582682208274626,0.8282619279454723,5.916079783099616
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8875322845738436,0.4437661422869218,0.9545454545454546,2.8284271247461903
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.6630906768837803,0.33154533844189016,0.6948608137044968,6.324555320336759
image_31,0.0,0.0,0.0,3.1622776601683795
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,10.583005244258363
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.4198645598194131,0.20993227990970656,0.484375,3.872983346207417
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.7715448156824066,0.3857724078412033,0.9729477611940298,4.47213595499958
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,,,0.0,0.0
image_47,0.9134988363072148,0.4567494181536074,0.9763681592039801,3.4641016151377544
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8261082297680791,0.41305411488403954,0.7426108374384236,4.58257569495584
image_51,0.7818837675350702,0.3909418837675351,0.99206672091131,4.69041575982343
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.4072072072072072,0.2036036036036036,0.26686909581646423,4.898979485566356
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7757898743814237,0.38789493719071183,0.9320121951219512,5.916079783099616
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9454120645709431,0.47270603228547153,0.9814773980154355,5.477225575051661
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9567328441950799,0.47836642209753993,0.9810798849302943,3.1622776601683795
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.9293191926103318,0.4646595963051659,0.8778438469493278,4.242640687119285
image_80,0.9268794300194645,0.46343971500973224,0.9964466203411244,5.477225575051661
image_81,0.9126739375705152,0.4563369687852576,0.9978618421052632,2.449489742783178
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,3.872983346207417
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.8998223011994669,0.44991115059973347,0.9248858447488585,5.196152422706632
image_91,0.9503362329569992,0.4751681164784996,0.9641962944416625,3.1622776601683795
image_92,0.0,0.0,0.0,6.557438524302
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.8849431818181818,0.4424715909090909,0.9522758152173914,3.4641016151377544
image_98,0.9519477297163179,0.47597386485815896,0.9767481330617787,4.58257569495584
