Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.0,0.0,0.0,4.69041575982343
image_2,,,0.0,0.0
image_3,0.9136885768985322,0.4568442884492661,0.9303118908382066,3.3166247903554
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.8255004351610096,0.4127502175805048,0.7914059240717564,5.656854249492381
image_7,,,0.0,0.0
image_8,0.9095174571047426,0.4547587285523713,0.9546156817303978,5.5677643628300215
image_9,,,0.0,0.0
image_10,0.8418996710526315,0.42094983552631576,0.999755859375,4.242640687119285
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.8705145668570964,0.4352572834285482,0.9526966892132431,6.557438524302
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.805713714913595,0.4028568574567975,0.8305189456342669,5.385164807134504
image_22,0.8626554963188626,0.4313277481594313,0.8271665043816943,5.744562646538029
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.7482993197278912,0.3741496598639456,1.0,3.0
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.702286401925391,0.3511432009626955,0.7810492505353319,6.0
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,8.774964387392123
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.0,0.0,0.0,4.69041575982343
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.7029643073200242,0.3514821536600121,0.5419776119402985,4.898979485566356
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,,,0.0,0.0
image_47,0.9161566112892257,0.4580783056446128,0.9774046434494196,3.872983346207417
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8507914540264683,0.42539572701323414,0.8652357494722027,4.58257569495584
image_51,0.7626446280991735,0.3813223140495868,0.9385679414157851,6.0
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.5489507076622743,0.27447535383113714,0.9487179487179487,5.0
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7936756827387953,0.39683784136939765,0.9259146341463415,5.830951894845301
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9527034467569651,0.47635172337848253,0.9538588754134509,4.898979485566356
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9601058801285687,0.48005294006428434,0.9832374419119274,3.1622776601683795
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.8768496420047732,0.4384248210023866,0.9498448810754913,5.477225575051661
image_80,0.9208926426153118,0.4604463213076559,0.9987365761212887,4.242640687119285
image_81,0.9182926829268293,0.45914634146341465,0.9907894736842106,2.449489742783178
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,0.0,0.0,0.0,2.23606797749979
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,,,0.0,0.0
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.827671519649824,0.413835759824912,0.9929223744292237,4.898979485566356
image_91,0.9453684593905548,0.4726842296952774,0.9748372558838257,4.123105625617661
image_92,,,0.0,0.0
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.7651366548973454,0.3825683274486727,0.9937160326086957,4.242640687119285
image_98,0.9221780410614299,0.46108902053071493,0.9643584521384929,4.58257569495584
