Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.0,0.0,0.0,4.69041575982343
image_2,,,0.0,0.0
image_3,0.9024476140165522,0.4512238070082761,0.832521117608837,3.1622776601683795
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.814484742512268,0.407242371256134,0.7530246141009596,6.0
image_7,,,0.0,0.0
image_8,0.9284236657012825,0.46421183285064127,0.9750869061413673,5.656854249492381
image_9,,,0.0,0.0
image_10,0.8459207963644233,0.42296039818221165,0.954345703125,4.358898943540674
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.9004970785732973,0.45024853928664865,0.9190103239587042,6.928203230275509
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.8340649692712906,0.4170324846356453,0.7825370675453048,5.0990195135927845
image_22,0.87794650231908,0.43897325115954,0.8409201557935735,5.830951894845301
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8953678474114442,0.4476839237057221,0.8297979797979798,3.3166247903554
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.6740823136818688,0.3370411568409344,0.9732334047109208,5.5677643628300215
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,8.717797887081348
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.0,0.0,0.0,4.69041575982343
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.8729508196721312,0.4364754098360656,0.7947761194029851,4.0
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,,,0.0,0.0
image_47,0.9191938955194678,0.4595969477597339,0.9738805970149254,3.4641016151377544
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.791110183639399,0.3955550918196995,0.6669598874032372,4.58257569495584
image_51,0.8175468483816014,0.4087734241908007,0.9762001627339301,4.69041575982343
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.33745298226759807,0.16872649113379903,0.21187584345479082,5.5677643628300215
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7686721991701245,0.38433609958506226,0.9036585365853659,6.164414002968976
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9559190462988634,0.4779595231494317,0.9503858875413451,4.795831523312719
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9669791867146903,0.48348959335734515,0.9728369108209781,3.605551275463989
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.929685434840074,0.464842717420037,0.9092554291623578,4.795831523312719
image_80,0.9347252665601664,0.4673626332800832,0.9933670246367656,5.291502622129181
image_81,0.9333022388059702,0.4666511194029851,0.9873355263157895,2.23606797749979
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,5.916079783099616
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.9122448979591836,0.4561224489795918,0.9184931506849315,4.47213595499958
image_91,0.9501273212843923,0.47506366064219613,0.9575613420130196,3.4641016151377544
image_92,,,0.0,0.0
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.8641312453392991,0.43206562266964954,0.9840353260869565,4.242640687119285
image_98,0.952633944991622,0.476316972495811,0.9890529531568228,4.795831523312719
