Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.0,0.0,0.0,4.69041575982343
image_2,,,0.0,0.0
image_3,0.8858471998568617,0.44292359992843083,0.8042560103963613,3.4641016151377544
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.8159872466408563,0.40799362332042816,0.747392574050897,6.557438524302
image_7,,,0.0,0.0
image_8,0.9154066942391574,0.4577033471195787,0.9777906527616841,5.744562646538029
image_9,,,0.0,0.0
image_10,0.8007489160425699,0.40037445802128496,0.991943359375,4.242640687119285
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.869726898316606,0.434863449158303,0.9679156283374867,6.782329983125268
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.8361992728701975,0.41809963643509873,0.8762355848434926,5.196152422706632
image_22,0.8578274760383386,0.4289137380191693,0.7843232716650438,6.082762530298219
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8821890043070687,0.44109450215353435,0.8792929292929293,3.1622776601683795
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.6692023243528791,0.33460116217643954,0.8476980728051392,5.5677643628300215
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,8.54400374531753
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.0,0.0,0.0,4.69041575982343
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.7993279820795222,0.3996639910397611,0.6657338308457711,4.358898943540674
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,,,0.0,0.0
image_47,0.9221723966118585,0.46108619830592923,0.9591625207296849,3.4641016151377544
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8509034689341965,0.4254517344670983,0.7746305418719212,4.242640687119285
image_51,0.8213123179715607,0.41065615898578034,0.9751830756712775,4.795831523312719
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.6098831985624439,0.30494159928122194,0.5725371120107963,4.795831523312719
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7823475649562606,0.3911737824781303,0.9134146341463415,6.0
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9461101095548468,0.4730550547774234,0.9402425578831312,5.385164807134504
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.961457450009574,0.480728725004787,0.9722283691082098,3.3166247903554
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.9058257918552036,0.4529128959276018,0.828076525336091,3.7416573867739413
image_80,0.9471150229444069,0.47355751147220343,0.9941566645609602,4.123105625617661
image_81,0.9432712215320911,0.47163561076604554,0.9366776315789473,2.23606797749979
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,5.477225575051661
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.897815362931642,0.448907681465821,0.8726027397260274,4.58257569495584
image_91,0.9512380952380952,0.4756190476190476,0.9377816725087631,3.4641016151377544
image_92,0.0,0.0,0.0,6.0
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.9160695165142905,0.45803475825714524,0.9444633152173914,3.7416573867739413
image_98,0.953599072809305,0.4767995364046525,0.9775118805159538,4.58257569495584
