Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.02666666666666667,0.013333333333333334,0.013513513513513514,4.47213595499958
image_2,,,0.0,0.0
image_3,0.9303760526974069,0.46518802634870343,0.9062703053931124,3.4641016151377544
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.85273492286115,0.426367461430575,0.8560700876095119,5.830951894845301
image_7,,,0.0,0.0
image_8,0.9131469096458549,0.45657345482292744,0.9822325222093472,5.744562646538029
image_9,,,0.0,0.0
image_10,0.8031449044585988,0.4015724522292994,0.985107421875,4.47213595499958
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.8564214976318159,0.4282107488159079,0.9736116055535777,6.4031242374328485
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.7883105022831051,0.39415525114155253,0.8887973640856672,5.196152422706632
image_22,0.8680038433821763,0.43400192169108814,0.8796251217137293,5.916079783099616
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8523958584156032,0.4261979292078016,0.8939393939393939,3.1622776601683795
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.6732383369119657,0.33661916845598283,0.9231798715203426,5.291502622129181
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,8.602325267042627
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.0,0.0,0.0,4.69041575982343
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.882282996432818,0.441141498216409,0.8075248756218906,4.0
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,,,0.0,0.0
image_47,0.897192679888857,0.4485963399444285,0.9705638474295191,3.7416573867739413
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8475715108466116,0.4237857554233058,0.7767417311752287,4.358898943540674
image_51,0.7988194786030497,0.39940973930152485,0.9910496338486574,4.69041575982343
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.5494568324757004,0.2747284162378502,0.9726720647773279,5.0990195135927845
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7655847501287996,0.3827923750643998,0.9060975609756098,6.164414002968976
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9500920152717884,0.4750460076358942,0.9534178610804851,4.69041575982343
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9611557857434919,0.48057789287174596,0.9753263996459394,3.1622776601683795
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.887719298245614,0.443859649122807,0.9157187176835574,5.196152422706632
image_80,0.9516312164105669,0.47581560820528346,0.99273531269741,4.69041575982343
image_81,0.9324054075673947,0.4662027037836973,0.9585526315789473,2.6457513110645907
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,0.0,0.0,0.0,1.7320508075688772
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,5.656854249492381
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.9038793599631634,0.4519396799815817,0.8963470319634703,4.795831523312719
image_91,0.9567310659835813,0.47836553299179063,0.9702053079619429,3.3166247903554
image_92,,,0.0,0.0
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.8764572293716881,0.43822861468584406,0.9831861413043478,3.605551275463989
image_98,0.9515641185001036,0.4757820592500518,0.9744568906992532,4.58257569495584
