Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.18575851393188855,0.09287925696594428,0.5067567567567568,4.795831523312719
image_2,,,0.0,0.0
image_3,0.9292860776666101,0.46464303883330504,0.8901884340480831,3.0
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.7857227138643068,0.3928613569321534,0.6945139758030872,6.164414002968976
image_7,,,0.0,0.0
image_8,0.9145803650179795,0.45729018250898973,0.9762456546929317,5.744562646538029
image_9,,,0.0,0.0
image_10,0.725125268432355,0.3625626342161775,0.9892578125,5.385164807134504
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.8427749763630633,0.42138748818153166,0.9519846920612317,5.744562646538029
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.789148214641931,0.3945741073209655,0.814662273476112,5.385164807134504
image_22,0.8747362363322463,0.43736811816612314,0.8325219084712756,5.916079783099616
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.9011877685114986,0.4505938842557493,0.9005050505050505,2.8284271247461903
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.646426652337453,0.3232133261687265,0.6440042826552462,6.324555320336759
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,11.0
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.3673469387755102,0.1836734693877551,0.375,4.123105625617661
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.8818297331639136,0.4409148665819568,0.8631840796019901,4.123105625617661
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,0.0,0.0,0.0,6.48074069840786
image_47,0.9070667957405615,0.45353339787028074,0.9711857379767828,3.4641016151377544
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8728759654702408,0.4364379827351204,0.8450035186488388,4.242640687119285
image_51,0.7893403090002452,0.3946701545001226,0.9820992676973149,4.69041575982343
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.613859204583012,0.306929602291506,0.9399460188933874,4.358898943540674
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,0.0,0.0,0.0,6.557438524302
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7696514012303486,0.3848257006151743,0.8582317073170732,6.6332495807108
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9377617404588195,0.4688808702294098,0.9813671444321941,5.0
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9555888490555942,0.4777944245277971,0.9879951316662978,3.605551275463989
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.9129217059197963,0.45646085295989813,0.9269648397104446,4.358898943540674
image_80,0.918102979063101,0.4590514895315505,0.998973468098547,5.477225575051661
image_81,0.9310505836575875,0.46552529182879376,0.9838815789473684,2.6457513110645907
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,6.164414002968976
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.794103927605187,0.3970519638025935,0.971689497716895,4.69041575982343
image_91,0.9461996196552359,0.47309980982761796,0.9654481722583875,3.3166247903554
image_92,0.0,0.0,0.0,6.4031242374328485
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.7977705910686025,0.39888529553430124,0.9845448369565217,4.795831523312719
image_98,0.9490691380300172,0.4745345690150086,0.982009504412763,4.47213595499958
