Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.0,0.0,0.0,4.69041575982343
image_2,,,0.0,0.0
image_3,0.9291962370028057,0.46459811850140287,0.9145549057829759,3.3166247903554
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.8102575896964122,0.4051287948482061,0.7348769294952023,6.324555320336759
image_7,,,0.0,0.0
image_8,0.9082237575217295,0.45411187876086473,0.9837775202780996,5.744562646538029
image_9,,,0.0,0.0
image_10,0.7464673169842283,0.37323365849211415,0.99951171875,5.385164807134504
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.881749437972614,0.440874718986307,0.9599501601993592,6.48074069840786
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.7650688984698623,0.38253444923493113,0.931836902800659,5.196152422706632
image_22,0.8768887472107109,0.43844437360535543,0.8370253164556962,5.830951894845301
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8441415695757309,0.42207078478786547,0.9696969696969697,3.4641016151377544
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.6623359750552164,0.3311679875276082,0.6822805139186295,6.324555320336759
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,10.488088481701515
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.5050505050505051,0.25252525252525254,0.5208333333333334,3.4641016151377544
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.8730703259005146,0.4365351629502573,0.7913557213930348,4.123105625617661
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,,,0.0,0.0
image_47,0.9298439859084047,0.46492199295420233,0.9575041459369817,2.8284271247461903
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8546339601030829,0.42731698005154145,0.7876495425756509,4.358898943540674
image_51,0.8131868131868132,0.4065934065934066,0.9784377542717657,4.69041575982343
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.554920019389239,0.2774600096946195,0.9655870445344129,5.196152422706632
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7656668452062132,0.3828334226031066,0.8716463414634147,6.48074069840786
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9563482301489682,0.4781741150744841,0.96438809261301,4.69041575982343
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9569496371233781,0.47847481856168905,0.962878955521133,3.7416573867739413
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.9237644233975856,0.4618822116987928,0.8951654601861427,4.242640687119285
image_80,0.929211996471626,0.464605998235813,0.9981838281743525,5.916079783099616
image_81,0.9423122576560893,0.47115612882804464,0.9792763157894737,2.449489742783178
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,,,0.0,0.0
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.8434188372783995,0.42170941863919975,0.9721461187214612,4.358898943540674
image_91,0.950084127874369,0.4750420639371845,0.9543064596895343,3.7416573867739413
image_92,0.0,0.0,0.0,6.324555320336759
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.8232305412462071,0.41161527062310355,0.9906589673913043,4.0
image_98,0.9510121956227159,0.47550609781135794,0.9826883910386965,4.58257569495584
