Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.3026086956521739,0.15130434782608695,0.2939189189189189,3.3166247903554
image_2,,,0.0,0.0
image_3,0.9110767113863089,0.45553835569315443,0.860461338531514,3.1622776601683795
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.7812133072407045,0.39060665362035224,0.728619107217355,5.830951894845301
image_7,,,0.0,0.0
image_8,0.907020702070207,0.4535103510351035,0.9730590961761297,5.656854249492381
image_9,,,0.0,0.0
image_10,0.8410033167495854,0.4205016583747927,0.990478515625,4.47213595499958
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.8751434324189742,0.4375717162094871,0.8993859024563902,7.0
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.8455511430718042,0.4227755715359021,0.8111614497528831,4.69041575982343
image_22,0.8760382582431412,0.4380191291215706,0.8472492697176242,5.744562646538029
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8621118012422361,0.43105590062111804,0.8762626262626263,2.8284271247461903
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.6348522167487685,0.31742610837438423,0.5519271948608137,5.744562646538029
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,9.486832980505138
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.0,0.0,0.0,4.69041575982343
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.8045685279187818,0.4022842639593909,0.6899875621890548,4.69041575982343
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,,,0.0,0.0
image_47,0.9121338912133892,0.4560669456066946,0.9264096185737977,3.3166247903554
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8101010101010101,0.40505050505050505,0.7054890921885996,4.69041575982343
image_51,0.792308940451079,0.3961544702255395,0.9932872253864931,4.69041575982343
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.6328696925329429,0.31643484626647145,0.5833333333333334,4.58257569495584
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7709525626351266,0.3854762813175633,0.9240853658536585,6.0
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9536132140399174,0.4768066070199587,0.9547960308710033,4.69041575982343
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.962799530804893,0.4813997654024465,0.9535848639079443,3.4641016151377544
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.8728782691046842,0.4364391345523421,0.7744312306101344,4.0
image_80,0.9651063166913311,0.48255315834566553,0.9784428300694883,4.358898943540674
image_81,0.9456884230585993,0.4728442115292997,0.9794407894736842,2.449489742783178
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,5.744562646538029
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.8882010647517643,0.44410053237588215,0.8189497716894977,3.605551275463989
image_91,0.9538984758785741,0.47694923793928706,0.9480470706059089,3.1622776601683795
image_92,0.0,0.0,0.0,6.4031242374328485
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.9116872078198045,0.45584360390990225,0.9108355978260869,3.605551275463989
image_98,0.9573648333968415,0.47868241669842077,0.9594365241004752,4.47213595499958
