Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.1709577754891864,0.0854788877445932,0.5608108108108109,4.69041575982343
image_2,,,0.0,0.0
image_3,0.9232698094282848,0.4616349047141424,0.8971734892787524,3.1622776601683795
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.8104742508001164,0.4052371254000582,0.7263245723821443,5.916079783099616
image_7,,,0.0,0.0
image_8,0.8832872625159054,0.4416436312579527,0.971948628814214,5.477225575051661
image_9,,,0.0,0.0
image_10,0.6070396443127084,0.3035198221563542,1.0,4.69041575982343
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.8845807231563908,0.4422903615781954,0.8954254182983268,6.855654600401044
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.7640918580375783,0.38204592901878914,0.67833607907743,5.0
image_22,0.8726061615320566,0.4363030807660283,0.8291139240506329,6.0
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8024193548387096,0.4012096774193548,0.7035353535353536,3.872983346207417
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.0,0.0,0.0,8.717797887081348
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,11.224972160321824
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.0,0.0,0.0,4.69041575982343
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.7851291745431632,0.3925645872715816,0.9685945273631841,4.123105625617661
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,0.0,0.0,0.0,6.164414002968976
image_47,0.8922037714607374,0.4461018857303687,0.9856965174129353,3.4641016151377544
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8347578347578347,0.41737891737891736,0.824771287825475,4.795831523312719
image_51,0.7569374271278663,0.37846871356393313,0.9904393816110659,5.0990195135927845
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.6032120925838451,0.30160604629192256,0.8616734143049932,4.795831523312719
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7364287364287364,0.3682143682143682,0.9719512195121951,5.477225575051661
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9177210336630627,0.45886051683153134,0.9896361631753032,5.477225575051661
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9456901927821914,0.4728450963910957,0.964759902633326,3.605551275463989
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.8690441391406022,0.4345220695703011,0.7686142709410548,3.872983346207417
image_80,0.840651863652959,0.4203259318264795,1.0,5.5677643628300215
image_81,0.8236808236808236,0.4118404118404118,1.0,4.242640687119285
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,0.0,0.0,0.0,9.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,6.324555320336759
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.856885327991988,0.428442663995994,0.9767123287671233,5.0
image_91,0.9253801169590643,0.46269005847953215,0.9904857285928893,3.605551275463989
image_92,0.0,0.0,0.0,6.6332495807108
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.8699778551091427,0.43498892755457136,0.9341032608695652,3.605551275463989
image_98,0.9481235745386689,0.47406178726933446,0.9701289884589274,4.358898943540674
