Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.0,0.0,0.0,4.69041575982343
image_2,,,0.0,0.0
image_3,0.9196268081828297,0.45981340409141486,0.8726445743989604,3.1622776601683795
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.7931655721508688,0.3965827860754344,0.7117229870671673,6.324555320336759
image_7,,,0.0,0.0
image_8,0.9129259058950784,0.4564629529475392,0.9779837775202781,5.744562646538029
image_9,,,0.0,0.0
image_10,0.8347256000845934,0.4173628000422967,0.963623046875,4.58257569495584
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.8806518888004988,0.4403259444002494,0.9113563545745818,7.483314773547883
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.8490871772712542,0.4245435886356271,0.8093080724876441,4.898979485566356
image_22,0.8666925767586475,0.43334628837932376,0.8142648490749756,5.916079783099616
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8710959681998864,0.4355479840999432,0.7747474747474747,3.7416573867739413
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.7105071584566852,0.3552535792283426,0.7837259100642399,5.830951894845301
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,8.94427190999916
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.0,0.0,0.0,4.69041575982343
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.8743410984526441,0.43717054922632204,0.7994402985074627,3.872983346207417
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,,,0.0,0.0
image_47,0.9229254847918102,0.4614627423959051,0.9718076285240465,2.8284271247461903
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8126129744928701,0.40630648724643503,0.7118226600985221,4.47213595499958
image_51,0.7864566417668074,0.3932283208834037,0.9851505288852725,4.898979485566356
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.2453810623556582,0.1226905311778291,0.143387314439946,5.5677643628300215
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7744725461931595,0.38723627309657976,0.9009146341463414,6.244997998398398
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9541194420226679,0.4770597210113339,0.9652701212789415,4.69041575982343
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.956184256310056,0.478092128155028,0.9881610975879619,3.4641016151377544
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.9161067127935599,0.45805335639677996,0.8899948293691831,4.69041575982343
image_80,0.9360881338328573,0.46804406691642864,0.9963676563487049,5.5677643628300215
image_81,0.9194528875379939,0.45972644376899696,0.9950657894736842,2.449489742783178
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,,,0.0,0.0
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.9106556448873288,0.4553278224436644,0.9180365296803653,4.242640687119285
image_91,0.9523987074322645,0.47619935371613226,0.9593139709564347,3.1622776601683795
image_92,0.0,0.0,0.0,6.4031242374328485
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.8892054447610003,0.44460272238050014,0.9541440217391305,4.123105625617661
image_98,0.9549586776859504,0.4774793388429752,0.9805668703326544,4.58257569495584
