Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.0,0.0,0.0,4.69041575982343
image_2,,,0.0,0.0
image_3,0.9172661870503597,0.45863309352517984,0.8698830409356725,3.1622776601683795
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.8009259259259259,0.40046296296296297,0.7939090529828953,6.082762530298219
image_7,,,0.0,0.0
image_8,0.8891710820160266,0.4445855410080133,0.9803978370027038,5.5677643628300215
image_9,,,0.0,0.0
image_10,0.5170411512244383,0.25852057561221914,1.0,6.164414002968976
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.8861242396625904,0.4430621198312952,0.9302687789248844,7.0710678118654755
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.6006123016977456,0.3003061508488728,0.4443986820428336,5.5677643628300215
image_22,0.870253164556962,0.435126582278481,0.8367818889970788,5.916079783099616
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8768336562413507,0.43841682812067534,0.8,3.605551275463989
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.5109243697478991,0.25546218487394956,0.4068522483940043,6.557438524302
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,11.135528725660043
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.2903225806451613,0.14516129032258066,0.1875,4.123105625617661
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.9049045891815171,0.45245229459075853,0.8921019900497512,3.7416573867739413
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,0.0,0.0,0.0,6.164414002968976
image_47,0.8897645182474904,0.4448822591237452,0.9830016583747927,3.1622776601683795
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8096152088474545,0.40480760442372726,0.7792047853624209,5.477225575051661
image_51,0.7731411829915275,0.3865705914957637,0.9930838079739626,4.795831523312719
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.6643569844789357,0.3321784922394678,0.8087044534412956,4.242640687119285
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,0.0,0.0,0.0,7.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7507009630622943,0.37535048153114714,0.938719512195122,6.0
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9344790547798066,0.4672395273899033,0.9831863285556781,5.5677643628300215
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.947128145238348,0.473564072619174,0.9870546581102013,3.4641016151377544
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.8540108140137768,0.4270054070068884,0.7452171664943124,4.0
image_80,0.8368466265776779,0.41842331328883897,1.0,5.916079783099616
image_81,0.8794849537037037,0.43974247685185186,0.9998355263157894,2.8284271247461903
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,6.082762530298219
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.8829701372074253,0.44148506860371267,0.8742009132420091,5.291502622129181
image_91,0.9443473017787157,0.47217365088935787,0.9803455182774161,3.3166247903554
image_92,0.0,0.0,0.0,6.48074069840786
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.891844120865247,0.4459220604326235,0.899796195652174,3.605551275463989
image_98,0.94511946505749,0.472559732528745,0.9835369993211134,4.47213595499958
