Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.1788970907511941,0.08944854537559704,0.6959459459459459,5.0990195135927845
image_2,,,0.0,0.0
image_3,0.9184756391702846,0.4592378195851423,0.9278752436647173,3.0
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.8101063221676004,0.4050531610838002,0.7390488110137672,6.244997998398398
image_7,,,0.0,0.0
image_8,0.9134997688395746,0.4567498844197873,0.9539880262649671,5.744562646538029
image_9,,,0.0,0.0
image_10,0.7977174340810704,0.3988587170405352,0.98974609375,4.69041575982343
image_11,0.0,0.0,0.0,4.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.9072218049146904,0.4536109024573452,0.9405482378070488,6.708203932499369
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.48609394313967863,0.24304697156983932,0.3239291598023064,5.916079783099616
image_22,0.8723484848484848,0.4361742424242424,0.8409201557935735,5.830951894845301
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8873101420872122,0.4436550710436061,0.9146464646464646,2.8284271247461903
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.048881955278211126,0.024440977639105563,0.025160599571734475,8.717797887081348
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,11.045361017187261
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.30654205607476637,0.15327102803738318,0.4270833333333333,5.196152422706632
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.7759138708062093,0.38795693540310466,0.9636194029850746,4.358898943540674
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,,,0.0,0.0
image_47,0.8749541620828749,0.43747708104143745,0.9892205638474295,3.3166247903554
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8372731731240804,0.4186365865620402,0.7508796622097115,4.358898943540674
image_51,0.737252549490102,0.368626274745051,1.0,4.69041575982343
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.16465490560198082,0.08232745280099041,0.08974358974358974,5.830951894845301
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7200547570157426,0.3600273785078713,0.9621951219512195,5.744562646538029
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9350282485875706,0.4675141242937853,0.9488423373759647,5.916079783099616
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9491309877066554,0.4745654938533277,0.9909271962823634,3.4641016151377544
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.8947593888333571,0.4473796944166786,0.8099793174767321,3.7416573867739413
image_80,0.8674566751147339,0.43372833755736695,1.0,5.656854249492381
image_81,0.8608849557522124,0.4304424778761062,1.0,3.1622776601683795
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,3.7416573867739413
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.8983582810236601,0.44917914051183006,0.8495433789954338,4.47213595499958
image_91,0.9275242861348248,0.4637621430674124,0.9861041562343515,3.3166247903554
image_92,0.0,0.0,0.0,6.708203932499369
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,0.0,0.0,0.0,12.649110640673518
image_97,0.8722605430891469,0.43613027154457346,0.8483355978260869,4.0
image_98,0.9450339117047393,0.47251695585236964,0.9636795655125594,5.291502622129181
