Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.18960244648318042,0.09480122324159021,0.10472972972972973,4.0
image_2,,,0.0,0.0
image_3,0.931222250146603,0.4656111250733015,0.9028589993502274,3.1622776601683795
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.8444542887203057,0.42222714436015285,0.7952649144764289,5.916079783099616
image_7,,,0.0,0.0
image_8,0.9262801446025717,0.46314007230128584,0.977307840865199,5.830951894845301
image_9,,,0.0,0.0
image_10,0.8651294322384163,0.43256471611920816,0.970947265625,4.358898943540674
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.8684099620702803,0.43420498103514016,0.9627981488074048,6.557438524302
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.816284568726226,0.408142284363113,0.8175453047775947,5.477225575051661
image_22,0.8701745758544381,0.43508728792721907,0.861489776046738,5.830951894845301
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8608089260808927,0.43040446304044633,0.7792929292929293,3.872983346207417
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.6625025186379206,0.3312512593189603,0.880085653104925,5.477225575051661
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,8.246211251235321
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.0,0.0,0.0,4.69041575982343
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.8098667626935542,0.4049333813467771,0.6993159203980099,4.47213595499958
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,,,0.0,0.0
image_47,0.9009891481801594,0.4504945740900797,0.9724295190713101,3.7416573867739413
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8387533875338753,0.41937669376693765,0.7623152709359606,4.47213595499958
image_51,0.8034360788276907,0.4017180394138454,0.9703010577705452,5.291502622129181
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.6874288964732651,0.34371444823663255,0.8154520917678812,3.0
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7825157064563562,0.3912578532281781,0.8923780487804878,6.082762530298219
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9494867857431504,0.4747433928715752,0.971444321940463,4.898979485566356
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9643910431458219,0.48219552157291096,0.9768754149148041,3.0
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.9303178484107579,0.46515892420537897,0.8853412616339194,4.358898943540674
image_80,0.9182958856142399,0.45914794280711996,0.9939987365761213,6.244997998398398
image_81,0.9322365844104975,0.46611829220524875,0.9786184210526315,2.449489742783178
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,0.0,0.0,0.0,1.4142135623730951
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,5.744562646538029
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.903367818622056,0.451683909311028,0.936986301369863,5.291502622129181
image_91,0.9533665989034682,0.4766832994517341,0.9687030545818728,3.4641016151377544
image_92,,,0.0,0.0
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.9280925243043916,0.4640462621521958,0.9403872282608695,3.7416573867739413
image_98,0.9481457035600842,0.4740728517800421,0.9752206381534284,4.47213595499958
