Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.175787728026534,0.087893864013267,0.7162162162162162,5.0990195135927845
image_2,,,0.0,0.0
image_3,0.9149607573428271,0.45748037867141356,0.9184535412605588,2.8284271247461903
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.8070996896608047,0.40354984483040235,0.7730496453900709,6.0
image_7,,,0.0,0.0
image_8,0.870276139581426,0.435138069790713,0.9867709540363074,6.928203230275509
image_9,,,0.0,0.0
image_10,0.6311248073959939,0.31556240369799693,1.0,5.196152422706632
image_11,0.0,0.0,0.0,7.54983443527075
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,0.0,0.0,0.0,3.7416573867739413
image_16,0.8741748261042931,0.43708741305214655,0.8780259878960485,7.280109889280518
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,0.0,0.0,0.0,3.4641016151377544
image_20,,,0.0,0.0
image_21,0.5980169971671389,0.2990084985835694,0.43471993410214166,5.5677643628300215
image_22,0.8605315978346816,0.4302657989173408,0.8610029211295034,5.830951894845301
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8768898488120951,0.43844492440604754,0.9227272727272727,2.8284271247461903
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.6680826961200793,0.33404134806003966,0.6314239828693791,6.0
image_31,0.0,0.0,0.0,3.4641016151377544
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,11.090536506409418
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.30782608695652175,0.15391304347826087,0.921875,4.123105625617661
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.7647577092511013,0.38237885462555066,0.9446517412935324,4.123105625617661
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,0.0,0.0,0.0,6.4031242374328485
image_47,0.8840404790641537,0.44202023953207686,0.9869402985074627,3.3166247903554
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8494940202391904,0.4247470101195952,0.8122800844475722,4.47213595499958
image_51,0.7167748049865131,0.35838740249325657,1.0,4.795831523312719
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,0.0,0.0,0.0,2.449489742783178
image_55,0.6367365542388331,0.31836827711941657,0.9426450742240216,4.123105625617661
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,0.0,0.0,0.0,5.656854249492381
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7439696338924942,0.3719848169462471,0.926219512195122,6.0
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9359210042544251,0.4679605021272126,0.9823042998897464,5.477225575051661
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9569527503906039,0.47847637519530195,0.9826289001991592,3.3166247903554
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.9020203354020864,0.4510101677010432,0.8830144777662875,5.385164807134504
image_80,0.9095740860446743,0.45478704302233713,1.0,5.744562646538029
image_81,0.8925765474704457,0.44628827373522284,0.999671052631579,2.6457513110645907
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,6.164414002968976
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.8530318602261048,0.4265159301130524,0.9474885844748858,5.196152422706632
image_91,0.92984934086629,0.464924670433145,0.9889834752128193,3.1622776601683795
image_92,0.0,0.0,0.0,6.855654600401044
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,0.0,0.0,0.0,6.324555320336759
image_97,0.8638297872340426,0.4319148936170213,0.9653532608695652,3.4641016151377544
image_98,0.9456601317823151,0.47283006589115756,0.9865071283095723,4.58257569495584
