Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.0,0.0,0.0,4.69041575982343
image_2,,,0.0,0.0
image_3,0.927073090789905,0.4635365453949525,0.9189408706952567,2.8284271247461903
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.8038767893945301,0.40193839469726506,0.752607425949103,6.082762530298219
image_7,,,0.0,0.0
image_8,0.9103794206299901,0.45518971031499506,0.9551467748165314,5.916079783099616
image_9,,,0.0,0.0
image_10,0.7663226729334832,0.3831613364667416,0.91552734375,5.656854249492381
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.8745412592022854,0.4372706296011427,0.8854574581701673,7.0
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.04311908120088656,0.02155954060044328,0.022034596375617794,7.874007874011811
image_22,0.8666006682341294,0.4333003341170647,0.8523612463485881,5.830951894845301
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.6467417932386085,0.32337089661930424,1.0,4.0
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.6378961564396494,0.3189480782198247,0.6330299785867237,6.324555320336759
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,10.535653752852738
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.13807982740021574,0.06903991370010787,1.0,5.744562646538029
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.7642399094681253,0.38211995473406263,0.6299751243781094,4.795831523312719
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,0.0,0.0,0.0,5.744562646538029
image_47,0.8898528857035081,0.44492644285175403,0.9780265339966833,3.1622776601683795
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8296412468143501,0.41482062340717507,0.7445460942997889,4.47213595499958
image_51,0.7789373058233092,0.3894686529116546,0.9945077298616761,4.58257569495584
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.43562698811317596,0.21781349405658798,0.43893387314439947,5.656854249492381
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,0.0,0.0,0.0,5.830951894845301
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7556725586059923,0.3778362793029961,0.9189024390243903,6.164414002968976
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9369579631348628,0.4684789815674314,0.9737596471885336,5.916079783099616
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9461905016865664,0.4730952508432832,0.9776499225492365,3.4641016151377544
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.8617670860001472,0.4308835430000736,0.7571096173733195,3.872983346207417
image_80,0.9076668822303657,0.45383344111518287,0.9974731522425774,5.656854249492381
image_81,0.9238741141507277,0.46193705707536387,0.9970394736842105,2.23606797749979
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,6.4031242374328485
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.862463876699133,0.4312319383495665,0.9198630136986301,5.291502622129181
image_91,0.940829470896286,0.470414735448143,0.978342513770656,3.1622776601683795
image_92,0.0,0.0,0.0,6.557438524302
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.8405155975898101,0.42025779879490505,0.9358016304347826,3.7416573867739413
image_98,0.9483528871445869,0.47417644357229344,0.9637644263408011,4.358898943540674
