Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.0,0.0,0.0,4.69041575982343
image_2,,,0.0,0.0
image_3,0.9205559368565546,0.4602779684282773,0.8715074723846654,3.0
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.7378836579063465,0.36894182895317323,0.6105548602419691,6.244997998398398
image_7,,,0.0,0.0
image_8,0.921504983084941,0.4607524915424705,0.9732039397450754,5.830951894845301
image_9,,,0.0,0.0
image_10,0.8369835177240912,0.4184917588620456,0.905029296875,5.0
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,0.0,0.0,0.0,2.23606797749979
image_16,0.8876910035429392,0.4438455017714696,0.9086863652545389,7.416198487095663
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.8173622704507513,0.40868113522537564,0.7561779242174629,5.291502622129181
image_22,0.8677574590952839,0.43387872954764195,0.8230282375851996,5.744562646538029
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.9068073348404924,0.4534036674202462,0.9116161616161617,2.8284271247461903
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.7083865474670072,0.3541932737335036,0.6680942184154176,5.196152422706632
image_31,0.0,0.0,0.0,2.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,9.797958971132712
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.0,0.0,0.0,4.69041575982343
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.7122316328540477,0.35611581642702383,0.5621890547263682,5.196152422706632
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,0.0,0.0,0.0,4.69041575982343
image_47,0.9202453987730062,0.4601226993865031,0.9483830845771144,3.0
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.7721288665310928,0.3860644332655464,0.634588318085855,4.47213595499958
image_51,0.7871767680887511,0.39358838404437557,0.9814890154597233,5.196152422706632
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.5998100664767332,0.2999050332383666,0.5327260458839406,3.4641016151377544
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7274331079094384,0.3637165539547192,0.7542682926829268,6.244997998398398
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9531003749796206,0.4765501874898103,0.966813671444322,5.0
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9511824459434239,0.47559122297171197,0.9868333702146492,3.3166247903554
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.9084779096719815,0.45423895483599075,0.8359617373319544,4.0
image_80,0.9317479016345163,0.46587395081725813,0.9992893240682249,4.358898943540674
image_81,0.9198447134048869,0.45992235670244347,0.99375,2.6457513110645907
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,6.0
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.9148557178482366,0.4574278589241183,0.8794520547945206,3.7416573867739413
image_91,0.9523156516860937,0.47615782584304683,0.9563094641962945,3.0
image_92,0.0,0.0,0.0,6.48074069840786
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.9203780975900536,0.4601890487950268,0.9177989130434783,3.605551275463989
image_98,0.9566442841747492,0.4783221420873746,0.9792939579090292,4.58257569495584
