Image,Dice Score,IoU,Recall,Hausdorff Distance
image_0,,,0.0,0.0
image_1,0.0,0.0,0.0,4.69041575982343
image_2,,,0.0,0.0
image_3,0.9220505024913437,0.46102525124567184,0.8867771280051981,3.1622776601683795
image_4,,,0.0,0.0
image_5,,,0.0,0.0
image_6,0.7949370015027164,0.3974685007513582,0.7172507300792658,6.164414002968976
image_7,,,0.0,0.0
image_8,0.8886836434006246,0.4443418217003123,0.9755697180378524,5.656854249492381
image_9,,,0.0,0.0
image_10,0.6701022494887525,0.33505112474437626,1.0,5.196152422706632
image_11,,,0.0,0.0
image_12,,,0.0,0.0
image_13,,,0.0,0.0
image_14,,,0.0,0.0
image_15,,,0.0,0.0
image_16,0.8479455846877842,0.4239727923438921,0.9541651833392667,6.928203230275509
image_17,0.0,0.0,0.0,5.291502622129181
image_18,,,0.0,0.0
image_19,,,0.0,0.0
image_20,,,0.0,0.0
image_21,0.5237384293819051,0.26186921469095253,0.36120263591433277,5.656854249492381
image_22,0.8675275590551181,0.43376377952755907,0.8381207400194742,6.0
image_23,,,0.0,0.0
image_24,,,0.0,0.0
image_25,0.8365116777373045,0.41825583886865225,0.9858585858585859,3.1622776601683795
image_26,,,0.0,0.0
image_27,,,0.0,0.0
image_28,,,0.0,0.0
image_29,,,0.0,0.0
image_30,0.6359175662414132,0.3179587831207066,0.607066381156317,6.324555320336759
image_31,,,0.0,0.0
image_32,,,0.0,0.0
image_33,,,0.0,0.0
image_34,0.0,0.0,0.0,10.535653752852738
image_35,,,0.0,0.0
image_36,0.0,0.0,0.0,6.48074069840786
image_37,,,0.0,0.0
image_38,,,0.0,0.0
image_39,,,0.0,0.0
image_40,0.23116219667943805,0.11558109833971902,0.9427083333333334,4.47213595499958
image_41,,,0.0,0.0
image_42,0.0,0.0,0.0,6.48074069840786
image_43,0.862018998550958,0.431009499275479,0.8324004975124378,3.7416573867739413
image_44,,,0.0,0.0
image_45,,,0.0,0.0
image_46,0.0,0.0,0.0,4.0
image_47,0.9079216603332358,0.4539608301666179,0.9657960199004975,3.1622776601683795
image_48,,,0.0,0.0
image_49,,,0.0,0.0
image_50,0.8408063300678221,0.42040316503391106,0.7851864883884588,4.795831523312719
image_51,0.7780294450736127,0.38901472253680636,0.9782343368592351,5.291502622129181
image_52,,,0.0,0.0
image_53,,,0.0,0.0
image_54,,,0.0,0.0
image_55,0.6055734190782422,0.3027867095391211,0.9531039136302294,4.358898943540674
image_56,,,0.0,0.0
image_57,,,0.0,0.0
image_58,,,0.0,0.0
image_59,,,0.0,0.0
image_60,,,0.0,0.0
image_61,0.0,0.0,0.0,6.324555320336759
image_62,,,0.0,0.0
image_63,,,0.0,0.0
image_64,,,0.0,0.0
image_65,,,0.0,0.0
image_66,0.7752690995011814,0.3876345497505907,0.9003048780487805,6.4031242374328485
image_67,,,0.0,0.0
image_68,,,0.0,0.0
image_69,0.9482498653742596,0.4741249326871298,0.9707276736493936,5.291502622129181
image_70,,,0.0,0.0
image_71,,,0.0,0.0
image_72,,,0.0,0.0
image_73,0.9646066184527723,0.48230330922638615,0.9739986722726267,3.1622776601683795
image_74,0.0,0.0,0.0,7.3484692283495345
image_75,,,0.0,0.0
image_76,,,0.0,0.0
image_77,,,0.0,0.0
image_78,,,0.0,0.0
image_79,0.8618508165367074,0.4309254082683537,0.7572388831437435,3.872983346207417
image_80,0.9380814169829575,0.4690407084914788,0.9953411244472521,5.5677643628300215
image_81,0.9263690750115048,0.4631845375057524,0.9932565789473684,2.23606797749979
image_82,,,0.0,0.0
image_83,,,0.0,0.0
image_84,,,0.0,0.0
image_85,,,0.0,0.0
image_86,0.0,0.0,0.0,5.477225575051661
image_87,0.0,0.0,0.0,5.477225575051661
image_88,,,0.0,0.0
image_89,,,0.0,0.0
image_90,0.8475682087781732,0.4237841043890866,0.9787671232876712,4.898979485566356
image_91,0.9483159828536436,0.4741579914268218,0.9693289934902354,3.3166247903554
image_92,0.0,0.0,0.0,6.4031242374328485
image_93,,,0.0,0.0
image_94,,,0.0,0.0
image_95,,,0.0,0.0
image_96,,,0.0,0.0
image_97,0.8994718157416226,0.4497359078708113,0.8821331521739131,3.7416573867739413
image_98,0.9559921578442414,0.4779960789221207,0.9724202308214528,4.58257569495584
